OID_,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Length,shape_wkt
111,River Street,5041400.000000000000000,5,2,,2013,SLM,0.001382072229539,"MULTILINESTRING M ((-71.096406043999934 42.26670874000007 NAN, -71.095977146999985 42.266756186000066 NAN, -71.095644371999981 42.266816351000045 NAN, -71.095366767999963 42.266898086000026 NAN, -71.095074973999942 42.267036602000076 NAN))"
112,Blue Hill Avenue,6257501.000000000000000,2,1,1,2010,BL,0.000395543877228,"MULTILINESTRING M ((-71.093696350999949 42.273149105000073 NAN, -71.093694269999958 42.273093036000034 NAN, -71.093694374999984 42.273076761000027 NAN, -71.093695251999975 42.272939989000065 NAN, -71.093695930999957 42.272834208000063 NAN, -71.093698767999967 42.272753655000031 NAN))"
113,Blue Hill Avenue,6229400.000000000000000,2,2,1,2010,BL,0.000970210245401,"MULTILINESTRING M ((-71.093683116999955 42.274359612000069 NAN, -71.093702974999985 42.273389605000034 NAN))"
114,Blue Hill Avenue,6229600.000000000000000,2,2,1,2010,BL,0.000891811668024,"MULTILINESTRING M ((-71.093636110999967 42.275250184000072 NAN, -71.093683116999955 42.274359612000069 NAN))"
115,Walk Hill Street,4972400.000000000000000,5,2,,2014,SLM,0.001227260281631,"MULTILINESTRING M ((-71.095396766999954 42.278630292000059 NAN, -71.095933454999965 42.279158860000052 NAN, -71.096283380999978 42.279478574000052 NAN))"
116,Blue Hill Avenue,5158300.000000000000000,2,2,1,2010,BL,0.000191477856859,"MULTILINESTRING M ((-71.093384042999958 42.277012767000031 NAN, -71.093375428999934 42.277204051000069 NAN))"
117,Blue Hill Avenue,6223700.000000000000000,2,2,1,2010,BL,0.001747959311314,"MULTILINESTRING M ((-71.092109922999953 42.282609827000044 NAN, -71.092415281999934 42.281670654000038 NAN, -71.09264972699998 42.280947307000076 NAN))"
118,Walk Hill Street,5736300.000000000000000,5,2,,2015,BL,0.001939213457745,"MULTILINESTRING M ((-71.102694928999938 42.284546564000038 NAN, -71.103262456999971 42.285008809000033 NAN, -71.104199066999968 42.285770540000044 NAN))"
119,Tremont Street,4586700.000000000000000,5,2,,2015,SLM,0.001403054955912,"MULTILINESTRING M ((-71.104663437999989 42.33411475500003 NAN, -71.103327883999953 42.33368480300004 NAN))"
120,Huntington Avenue,5229200.000000000000000,3,2,1,2013,SLM,0.002292010284936,"MULTILINESTRING M ((-71.104663437999989 42.33411475500003 NAN, -71.103694763999954 42.33452168000008 NAN, -71.102999797999985 42.334793215000047 NAN, -71.102533913999935 42.334961088000057 NAN))"
121,Huntington Avenue,5229300.000000000000000,3,2,1,2013,SLM,0.000637087847181,"MULTILINESTRING M ((-71.100092649999965 42.335837484000081 NAN, -71.099565704999975 42.336075505000053 NAN, -71.099510663999979 42.336096416000032 NAN))"
122,Huntington Avenue,6241601.000000000000000,3,2,1,2013,SLM,0.001157204789237,"MULTILINESTRING M ((-71.099251589999938 42.336371899000028 NAN, -71.099564515999987 42.336263439000049 NAN, -71.099721020999937 42.336197317000028 NAN, -71.100325737999981 42.335942748000036 NAN))"
123,Mountfort Street,5660100.000000000000000,0,2,,2017,SLM,0.000865125537429,"MULTILINESTRING M ((-71.102684288999967 42.347831067000072 NAN, -71.102461232999985 42.347796103000064 NAN, -71.102272177999964 42.347764501000029 NAN, -71.102186373999984 42.347747886000036 NAN, -71.102122046999966 42.347724030000052 NAN, -71.102036584999951 42.347683784000026 NAN, -71.101961843999959 42.347627258000045 NAN, -71.10187383799996 42.347572808000052 NAN))"
124,Bay State Road,4495700.000000000000000,0,2,,2019,CFBL,0.003083300773948,"MULTILINESTRING M ((-71.100359008999988 42.350328391000062 NAN, -71.10342688999998 42.350636368000039 NAN))"
125,Commonwealth Avenue,5126800.000000000000000,3,2,1,2008,BL,0.002546103128095,"MULTILINESTRING M ((-71.100592844999937 42.349192954000046 NAN, -71.099975829999948 42.349121035000053 NAN, -71.09948355399996 42.349055743000065 NAN, -71.098115703999952 42.348902983000073 NAN, -71.098064361999946 42.34889492700006 NAN))"
126,Walnut Avenue,5205900.000000000000000,6,2,,2011,SLM,0.000496729001857,"MULTILINESTRING M ((-71.094790330999956 42.313582899000039 NAN, -71.09439587199995 42.313884796000025 NAN))"
127,Ruggles Street,4581300.000000000000000,5,2,,2010,SLM,0.001035108962784,"MULTILINESTRING M ((-71.089527100999987 42.334550678000028 NAN, -71.089721554999983 42.334766881000064 NAN, -71.090192065999986 42.335343628000032 NAN))"
128,Columbus Avenue,5194100.000000000000000,3,2,,2018,SBL,0.000563448660044,"MULTILINESTRING M ((-71.087635180999939 42.336469585000032 NAN, -71.087157407999939 42.336768261000032 NAN))"
129,Huntington Avenue,5595000.000000000000000,3,2,1,2012,SLM,0.000946857428747,"MULTILINESTRING M ((-71.090568082999937 42.339576904000069 NAN, -71.089692950999961 42.339938405000055 NAN))"
130,Westland Avenue,5301200.000000000000000,5,2,,2017,SBL,0.001820698876794,"MULTILINESTRING M ((-71.089485760999935 42.343854318000069 NAN, -71.087685996999937 42.343579011000031 NAN))"
131,Massachusetts Avenue,4518700.000000000000000,3,2,,2016,SBLBL,0.000627009248968,"MULTILINESTRING M ((-71.087067558999934 42.345932303000041 NAN, -71.087345429999971 42.346494378000045 NAN))"
132,Westland Avenue,5301100.000000000000000,5,2,,2017,SBL,0.000891047055449,"MULTILINESTRING M ((-71.087685996999937 42.343579011000031 NAN, -71.086805196999933 42.343444266000063 NAN))"
133,Westland Avenue,4532100.000000000000000,5,2,,2017,BL,0.001017329972972,"MULTILINESTRING M ((-71.086805196999933 42.343444266000063 NAN, -71.086324083999955 42.343363760000045 NAN, -71.085976924999954 42.343327625000029 NAN, -71.085796889999983 42.343340479000062 NAN))"
134,Commonwealth Avenue,5859201.000000000000000,3,1,1,2010,BL,0.000183980329049,"MULTILINESTRING M ((-71.091918832999966 42.348859942000047 NAN, -71.091734888999952 42.348863598000037 NAN))"
135,Ruggles Street,5406900.000000000000000,5,2,,2010,SLM,0.000272174919073,"MULTILINESTRING M ((-71.095493181999984 42.337630015000059 NAN, -71.095236847999956 42.337538516000052 NAN))"
136,Forsyth Way,6256000.000000000000000,5,2,1,2011,BL,0.001004844210153,"MULTILINESTRING M ((-71.092842202999975 42.340010230000075 NAN, -71.093199470999934 42.340489687000058 NAN, -71.093254478999938 42.340617902000076 NAN, -71.093279321999944 42.340700827000035 NAN, -71.09327891099997 42.340764837000052 NAN, -71.093242801999963 42.340855076000025 NAN, -71.093228434999958 42.340868445000069 NAN))"
137,Huntington Avenue,5594700.000000000000000,3,2,1,2012,SLM,0.003253158715677,"MULTILINESTRING M ((-71.095493181999984 42.337630015000059 NAN, -71.095431048999956 42.33765117400003 NAN, -71.094581310999956 42.337993667000035 NAN, -71.094503792999944 42.33802836600006 NAN, -71.093632062999973 42.338418518000026 NAN, -71.092478744999937 42.338849952000032 NAN))"
138,Beacon Street,5820300.000000000000000,3,2,,2023,SBL,0.001299393855025,"MULTILINESTRING M ((-71.094981110999981 42.349373423000031 NAN, -71.096234913999979 42.349032245000046 NAN))"
139,Commonwealth Avenue,6228200.000000000000000,3,2,1,2009,BL,0.001259819807878,"MULTILINESTRING M ((-71.094979592999948 42.349125077000053 NAN, -71.09551606499997 42.349110882000048 NAN, -71.095854044999953 42.349076784000033 NAN, -71.096234913999979 42.349032245000046 NAN))"
140,Bay State Road,5655200.000000000000000,6,2,,2019,CFBL,0.000587878998465,"MULTILINESTRING M ((-71.09469652599995 42.349948717000075 NAN, -71.094708761999982 42.349948866000034 NAN, -71.095222270999955 42.349955179000062 NAN, -71.095284323999977 42.349957443000051 NAN))"
141,Commonwealth Avenue,6209400.000000000000000,3,2,1,2010,BL,0.002127249822294,"MULTILINESTRING M ((-71.092852733999962 42.349165852000056 NAN, -71.094979592999948 42.349125077000053 NAN))"
142,Blue Hill Avenue,4935800.000000000000000,2,2,1,2010,BL,0.000901193498183,"MULTILINESTRING M ((-71.09195111799994 42.282412320000049 NAN, -71.091696620999983 42.28327683200007 NAN))"
143,Norfolk Street,4965300.000000000000000,5,2,,2017,BL,0.000816624031266,"MULTILINESTRING M ((-71.089163245999941 42.279384115000028 NAN, -71.088589279999951 42.27996500900008 NAN))"
144,Blue Hill Avenue,6212800.000000000000000,3,2,1,2010,BL,0.000559228831843,"MULTILINESTRING M ((-71.090933650999943 42.286103931000071 NAN, -71.091106840999942 42.285572196000032 NAN))"
145,Blue Hill Avenue,6219000.000000000000000,3,2,1,2010,BL,0.000686163858696,"MULTILINESTRING M ((-71.090334961999986 42.28789504100007 NAN, -71.090548904999935 42.287243083000078 NAN))"
146,Blue Hill Avenue,6212400.000000000000000,3,2,1,2010,BL,0.000689930476740,"MULTILINESTRING M ((-71.089494738999974 42.290446700000075 NAN, -71.089710348999972 42.289791325000067 NAN))"
147,Blue Hill Avenue,6219600.000000000000000,3,2,1,2012,SLM,0.000995361670420,"MULTILINESTRING M ((-71.088912221999976 42.29217258400007 NAN, -71.089233993999983 42.291230667000036 NAN))"
148,Blue Hill Avenue,5691100.000000000000000,3,2,1,2012,BL,0.000967800629323,"MULTILINESTRING M ((-71.088726471999962 42.292187573000035 NAN, -71.088516922999986 42.292824452000048 NAN, -71.088422661999971 42.293106449000049 NAN))"
149,American Legion Highway,5120600.000000000000000,5,2,1,2008,SLM,0.001079416740635,"MULTILINESTRING M ((-71.092208189999951 42.29588794600005 NAN, -71.091890990999957 42.296330779000073 NAN, -71.091716080999959 42.296568175000061 NAN, -71.091568578999954 42.29675727800003 NAN))"
150,American Legion Highway,5689900.000000000000000,5,2,1,2008,SLM,0.000878057242239,"MULTILINESTRING M ((-71.090480376999949 42.297268037000038 NAN, -71.090432628999963 42.297284411000078 NAN, -71.090059166999936 42.297399557000062 NAN, -71.089635727999962 42.29750664200003 NAN))"
151,Blue Hill Avenue,6278400.000000000000000,3,2,1,2012,BL,0.000209665330956,"MULTILINESTRING M ((-71.088090566999938 42.294666289000077 NAN, -71.088157212999988 42.294467498000074 NAN))"
152,American Legion Highway,5120800.000000000000000,5,2,1,2008,SLM,0.001624643254655,"MULTILINESTRING M ((-71.08859896599995 42.297753334000049 NAN, -71.087421061999976 42.298051832000056 NAN, -71.087025191999942 42.298156627000026 NAN))"
153,Seaver Street,6247400.000000000000000,3,2,1,2016,SLM,0.002521897077602,"MULTILINESTRING M ((-71.087483650999957 42.306681999000034 NAN, -71.087260696999977 42.306550089000041 NAN, -71.086566478999941 42.306119391000038 NAN, -71.086160982999957 42.305878226000061 NAN, -71.085830156999975 42.305695847000038 NAN, -71.085559970999952 42.305542385000081 NAN, -71.085303052999961 42.305417670000054 NAN))"
154,Seaver Street,6228700.000000000000000,3,2,1,2016,SUP,0.000337223968557,"MULTILINESTRING M ((-71.092172160999951 42.309867786000041 NAN, -71.091896708999968 42.309673245000056 NAN))"
155,Massachusetts Avenue,5308700.000000000000000,3,2,,2016,SBLBL,0.000399416322140,"MULTILINESTRING M ((-71.089098948999947 42.350072298000043 NAN, -71.088924581999947 42.349712952000061 NAN))"
156,Commonwealth Avenue,5456100.000000000000000,3,2,1,2010,BL,0.001978329904396,"MULTILINESTRING M ((-71.088698031999968 42.349272940000048 NAN, -71.090676063999979 42.349238609000054 NAN))"
157,Massachusetts Avenue,4503700.000000000000000,3,2,,2016,SBLBL,0.000401676622248,"MULTILINESTRING M ((-71.088698031999968 42.349272940000048 NAN, -71.088533016999975 42.348906724000074 NAN))"
158,Boylston Street,5809700.000000000000000,3,2,,2024,SBL,0.001064159182693,"MULTILINESTRING M ((-71.087758295999947 42.347308250000026 NAN, -71.087348150999958 42.347418752000067 NAN, -71.087233735999973 42.347457167000073 NAN, -71.086818426999969 42.347574965000035 NAN, -71.086734165999985 42.347596645000067 NAN))"
159,Hereford Street,5269600.000000000000000,5,2,,2013,BL,0.000426799152377,"MULTILINESTRING M ((-71.085649989999979 42.348775465000074 NAN, -71.085838722999938 42.349158267000064 NAN))"
160,South Street,5836800.000000000000000,6,2,,2018,SBL,0.000317683508524,"MULTILINESTRING M ((-71.114527278999958 42.301603858000078 NAN, -71.114476592999949 42.301917472000071 NAN))"
161,Eliot Street,4725400.000000000000000,0,2,,2023,CFBL,0.000656083678870,"MULTILINESTRING M ((-71.116857047999986 42.311038155000062 NAN, -71.116395534999981 42.310571838000044 NAN))"
162,Seaverns Avenue,5246500.000000000000000,6,2,,2023,BL,0.000404258931240,"MULTILINESTRING M ((-71.112672778999979 42.311968662000027 NAN, -71.112456340999984 42.311921450000057 NAN, -71.112275300999954 42.311896644000058 NAN))"
163,Walnut Entrance,6249200.000000000000000,0,2,,,SUP,0.000466857077684,"MULTILINESTRING M ((-71.096546217999958 42.310988904000055 NAN, -71.096461016999967 42.311103838000065 NAN, -71.096380057999966 42.311228514000049 NAN, -71.096328239999934 42.311395804000028 NAN))"
164,Walnut Entrance,6249300.000000000000000,0,2,,,SUP,0.001168562381184,"MULTILINESTRING M ((-71.096328239999934 42.311395804000028 NAN, -71.096380617999955 42.311559751000061 NAN, -71.096424705999937 42.311770155000033 NAN, -71.096423437999988 42.311795587000063 NAN, -71.096415511999965 42.311954582000055 NAN, -71.096379456999955 42.312160737000056 NAN, -71.096330180999985 42.312345023000034 NAN, -71.096224894999978 42.312511265000069 NAN))"
165, ,5875900.000000000000000,0, ,,2021,SBL,0.000408856986336,"MULTILINESTRING M ((-71.094732644999965 42.313178684000036 NAN, -71.094746061999956 42.313333472000068 NAN, -71.094770419999975 42.313495613000043 NAN, -71.094790330999956 42.313582899000039 NAN))"
166,Paine Street,5275400.000000000000000,0,2,,2021,CFBL,0.000724354505976,"MULTILINESTRING M ((-71.109374020999951 42.284695081000052 NAN, -71.109312288999945 42.284734694000065 NAN, -71.109150892999935 42.284793788000059 NAN, -71.109070218999989 42.28481940000006 NAN, -71.108965625999986 42.28485336600005 NAN, -71.108764295999947 42.284906134000039 NAN, -71.108691801999953 42.284930216000078 NAN))"
167,Washington Street,4754200.000000000000000,3,2,,2016,SLM,0.001379021885308,"MULTILINESTRING M ((-71.10843869699994 42.305519652000044 NAN, -71.108073140999977 42.305884715000047 NAN, -71.107771242999945 42.306192039000052 NAN, -71.107464811999932 42.306495969000025 NAN))"
168,Washington Street,4748800.000000000000000,3,2,,2016,SLM,0.000637127146528,"MULTILINESTRING M ((-71.107464811999932 42.306495969000025 NAN, -71.107115051999983 42.306849827000065 NAN, -71.10702361999995 42.306955299000037 NAN))"
169,Green Street,5212300.000000000000000,6,2,,2023,BFBL,0.001046608235166,"MULTILINESTRING M ((-71.109750688999952 42.31165651200007 NAN, -71.11044093299995 42.311945584000057 NAN, -71.110712146999958 42.312069730000076 NAN))"
170,Cummins Highway,5278800.000000000000000,3,2,1,,BFBL,0.001461185676325,"MULTILINESTRING M ((-71.094166382999958 42.267520124000043 NAN, -71.095327043999987 42.268407778000039 NAN))"
171,Washington Street,5716400.000000000000000,3,2,,2016,SLM,0.001157773302844,"MULTILINESTRING M ((-71.089600188999952 42.323402843000054 NAN, -71.089310712999975 42.323662528000057 NAN, -71.089017328999944 42.323973770000066 NAN, -71.088788400999988 42.324226724000027 NAN))"
172,Washington Street,5135300.000000000000000,3,2,,2016,SLM,0.001186352851520,"MULTILINESTRING M ((-71.088788400999988 42.324226724000027 NAN, -71.088537976999987 42.324490290000028 NAN, -71.088430549999941 42.324627199000076 NAN, -71.088301476999959 42.324827615000061 NAN, -71.088215041999945 42.325001175000068 NAN, -71.088142751999953 42.325186039000073 NAN, -71.088135053999963 42.325202302000037 NAN))"
173,Glen Lane,5390900.000000000000000,6,2,,,SUP,0.001986974813633,"MULTILINESTRING M ((-71.099743291999971 42.30799759000007 NAN, -71.099554806999947 42.307841956000061 NAN, -71.099448190999965 42.307730975000027 NAN, -71.099314165999942 42.307587584000032 NAN, -71.099208227999952 42.30749774800006 NAN, -71.099038303999976 42.307396433000065 NAN, -71.098790366999935 42.307284717000073 NAN, -71.098069219999957 42.306977931000063 NAN))"
174,Washington Street,4732900.000000000000000,3,2,,2016,SLM,0.000797838711664,"MULTILINESTRING M ((-71.104558421999968 42.309443481000073 NAN, -71.104267482999944 42.309750835000045 NAN, -71.103995228999963 42.310008167000035 NAN))"
175,Dimock Street,4657500.000000000000000,0,2,,2021,BFBL,0.001183726114069,"MULTILINESTRING M ((-71.099569197999983 42.31982239000007 NAN, -71.099413122999977 42.319774016000054 NAN, -71.099257232999946 42.319726208000077 NAN, -71.099008847999983 42.319677514000034 NAN, -71.098746219999953 42.319633269000065 NAN, -71.098412563999943 42.319580338000037 NAN))"
176,Boylston Street,5667600.000000000000000,2,2,,2022,SBL,0.000745237971602,"MULTILINESTRING M ((-71.102649087999964 42.343321813000045 NAN, -71.101919480999982 42.343473646000064 NAN))"
177,Boylston Street,5667700.000000000000000,2,2,,2022,SBL,0.001981703638101,"MULTILINESTRING M ((-71.101919480999982 42.343473646000064 NAN, -71.100003740999966 42.343980686000066 NAN))"
178,Maitland Street,5517500.000000000000000,0,2,,,SLM,0.000863905674751,"MULTILINESTRING M ((-71.100952507999978 42.346770732000039 NAN, -71.101470613999936 42.346946961000071 NAN, -71.101619229999983 42.347226567000064 NAN))"
179,Ruggles Street,4583200.000000000000000,5,2,,2023,SBLBL,0.001314290895049,"MULTILINESTRING M ((-71.088495095999974 42.334904858000073 NAN, -71.088407774999951 42.334746429000063 NAN, -71.088320268999951 42.334645398000077 NAN, -71.088253125999984 42.334591140000043 NAN, -71.087756896999963 42.334309144000031 NAN, -71.087462262999964 42.334134218000031 NAN))"
180,Brookline Avenue,5575700.000000000000000,3,2,,2019,BLSL,0.000711567956804,"MULTILINESTRING M ((-71.097460763999948 42.348264301000029 NAN, -71.09729488499994 42.348425476000045 NAN, -71.09714173499998 42.348569624000049 NAN, -71.096969152999975 42.348777220000045 NAN))"
181,Morton Street,5716600.000000000000000,2,1,1,2020,BL,0.000588944055521,"MULTILINESTRING M ((-71.080438824999987 42.278968519000045 NAN, -71.079992398999934 42.278767436000066 NAN, -71.079896919999953 42.278740078000055 NAN))"
182,Morton Street,6225900.000000000000000,5,2,1,2020,BL,0.000466038762694,"MULTILINESTRING M ((-71.079896919999953 42.278740078000055 NAN, -71.080283144999953 42.279000889000031 NAN))"
