OID_,STREET_NAM,ROADINVENT,FUNCTIONAL,JURISDICTI,Divided,InstallDat,ExisFacil,Shape_Length,shape_wkt
1971,Beacon Street,5625200.000000000000000,3,3,,2019,BFBL,0.000159196313233,"MULTILINESTRING M ((-71.092161746999977 42.350159751000035 NAN, -71.092226023999956 42.350143783000078 NAN, -71.092272708999985 42.350139444000035 NAN, -71.092317647999948 42.350129256000059 NAN))"
1972,Blue Hill Avenue,4927400.000000000000000,2,2,1,2023,BFBL,0.001018186652235,"MULTILINESTRING M ((-71.091696620999983 42.28327683200007 NAN, -71.091515178999941 42.283828186000051 NAN, -71.091382149999959 42.284245228000032 NAN))"
1973,Blue Hill Avenue,6213000.000000000000000,3,2,1,2023,BL,0.000802511284671,"MULTILINESTRING M ((-71.09127039599997 42.285034284000062 NAN, -71.091547868999953 42.284281268000029 NAN))"
1974,Blue Hill Avenue,6212900.000000000000000,3,2,1,2010,BL,0.000562227318570,"MULTILINESTRING M ((-71.091106840999942 42.285572196000032 NAN, -71.09127039599997 42.285034284000062 NAN))"
1975,Blue Hill Avenue,6219200.000000000000000,3,2,1,2010,BL,0.000463643590307,"MULTILINESTRING M ((-71.089976251999985 42.288988756000037 NAN, -71.090122013999974 42.288548621000075 NAN))"
1976, ,6317500.000000000000000,0, ,,,SUP,0.000128194640717,"MULTILINESTRING M ((-71.119581663999952 42.307297754000047 NAN, -71.119457891999957 42.307331136000073 NAN))"
1977,Babcock Street,5351300.000000000000000,0,2,,2014,SLM,0.000673797438211,"MULTILINESTRING M ((-71.121261035999964 42.351880476000076 NAN, -71.121112776999951 42.352537760000075 NAN))"
1978,American Legion Highway,6264600.000000000000000,5,2,,2020,SBL,0.000925927868454,"MULTILINESTRING M ((-71.116378032999933 42.278867715000047 NAN, -71.116421483999943 42.279004120000025 NAN, -71.11646637399997 42.279138666000051 NAN, -71.116488422999964 42.279219204000071 NAN, -71.116493811999987 42.279299124000033 NAN, -71.116487376999942 42.279391943000064 NAN, -71.116475374999936 42.279497125000034 NAN, -71.116428442999961 42.279771564000043 NAN))"
1979,Canterbury Street,5729000.000000000000000,0,2,,2021,SLMTC,0.000805777933626,"MULTILINESTRING M ((-71.116378032999933 42.278867715000047 NAN, -71.116058296999938 42.27917612400006 NAN, -71.115783903999954 42.279411538000033 NAN))"
1980,Canterbury Street,5289700.000000000000000,0,2,,2021,SLMTC,0.000174681451182,"MULTILINESTRING M ((-71.115783903999954 42.279411538000033 NAN, -71.11566492299994 42.279539433000025 NAN))"
1981,Ukraine Way,6285600.000000000000000,0,0,1,2018,BL,0.001023846978934,"MULTILINESTRING M ((-71.115835181999955 42.298298612000053 NAN, -71.115616982999939 42.298145685000065 NAN, -71.115605072999983 42.298141705000035 NAN, -71.115552667999964 42.298127464000061 NAN, -71.115530534999948 42.29812176300004 NAN, -71.115499897999939 42.298112095000079 NAN, -71.115477386999942 42.29810526600005 NAN, -71.11531230099996 42.298049570000046 NAN, -71.115115271999969 42.297981390000075 NAN, -71.114887166999949 42.29795796500008 NAN))"
1982,Washington Street,4773000.000000000000000,3,2,,2018,SBL,0.000220433452624,"MULTILINESTRING M ((-71.112273824999988 42.301630067000076 NAN, -71.112118345999988 42.301786327000059 NAN))"
1983,Boylston Street,4666400.000000000000000,6,2,,2023,CFBL,0.001206127258303,"MULTILINESTRING M ((-71.109368908999954 42.318373436000059 NAN, -71.109887172999947 42.318581703000063 NAN, -71.110478652999973 42.318845358000033 NAN))"
1984,Eliot Street,4716600.000000000000000,0,2,,2023,CFBL,0.000303102677590,"MULTILINESTRING M ((-71.117767030999971 42.311937544000045 NAN, -71.117549590999943 42.31172637800006 NAN))"
1985,Eliot Street,5852800.000000000000000,0,2,,2023,CFBL,0.001281181655454,"MULTILINESTRING M ((-71.116395534999981 42.310571838000044 NAN, -71.11611791699994 42.310284508000052 NAN, -71.115756126999941 42.309940060000031 NAN, -71.115644721999956 42.309840652000048 NAN, -71.115472829999987 42.309683653000036 NAN))"
1986,Green Street,4711300.000000000000000,6,2,,2023,BFBL,0.000676868256344,"MULTILINESTRING M ((-71.111595501999943 42.31244634400008 NAN, -71.111888132999979 42.312570558000061 NAN, -71.112223386999972 42.312698859000079 NAN))"
1987,Washington Street,5141100.000000000000000,3,2,,2016,SLM,0.001177338664402,"MULTILINESTRING M ((-71.110077580999985 42.303825912000036 NAN, -71.109712161999937 42.304203359000041 NAN, -71.109370141999989 42.304565695000065 NAN, -71.109271981999939 42.304683996000051 NAN))"
1988,Green Street,5212500.000000000000000,6,2,,2023,BFBL,0.000745806982493,"MULTILINESTRING M ((-71.110909068999945 42.312154733000057 NAN, -71.111276222999948 42.31231021800005 NAN, -71.111595501999943 42.31244634400008 NAN))"
1989,Gordon Street,4727200.000000000000000,6,2,,2023,BL,0.000929631741332,"MULTILINESTRING M ((-71.108919698999955 42.310638923000056 NAN, -71.108528998999986 42.310469351000052 NAN, -71.108068000999936 42.310266338000076 NAN))"
1990,Park Drive,5597000.000000000000000,3,3,,2019,BL,0.000807337201163,"MULTILINESTRING M ((-71.102068878999944 42.342760430000055 NAN, -71.102649087999964 42.343321813000045 NAN))"
1991,Park Drive,4535700.000000000000000,3,3,,2019,BL,0.000349143700589,"MULTILINESTRING M ((-71.101823553999964 42.342512001000046 NAN, -71.102068878999944 42.342760430000055 NAN))"
1992,Brookline Avenue,5354200.000000000000000,3,2,,2019,BLSL,0.000651252553231,"MULTILINESTRING M ((-71.100804480999955 42.34504503800008 NAN, -71.100318759999936 42.345478864000029 NAN))"
1993,Fairway Street,5035400.000000000000000,0,2,,,SLM,0.001582476758820,"MULTILINESTRING M ((-71.095327043999987 42.268407778000039 NAN, -71.095012924999935 42.268654687000037 NAN, -71.094927953999957 42.26870277900008 NAN, -71.094847959999981 42.268713749000028 NAN, -71.094668388999935 42.268716493000056 NAN, -71.094349117999968 42.268708053000069 NAN, -71.093843925999977 42.268688257000065 NAN))"
1994,Franklin Park Service Road,5271400.000000000000000,0,2,,,SUP,0.001039087933886,"MULTILINESTRING M ((-71.099691432999975 42.29890438700005 NAN, -71.099800309999978 42.298977351000076 NAN, -71.099890081999945 42.299044624000032 NAN, -71.099985584999956 42.299104599000032 NAN, -71.100102352999954 42.29918828700005 NAN, -71.100171175999947 42.299272364000046 NAN, -71.100245239999936 42.299395853000078 NAN, -71.100276616999963 42.299498935000031 NAN, -71.100328780999973 42.299670172000049 NAN))"
1995,Boylston Street,5318900.000000000000000,6,2,,2023,CFSBL,0.001735447581609,
1996,Fenway,5314300.000000000000000,3,3,,2019,BFBL,0.002417456925883,"MULTILINESTRING M ((-71.103275698999937 42.342749407000042 NAN, -71.101559348999956 42.341046985000048 NAN))"
1997,Fenway,4554200.000000000000000,3,3,,2019,BLSL,0.000819623739948,"MULTILINESTRING M ((-71.098988900999984 42.339103544000068 NAN, -71.098667923999983 42.33894881100008 NAN, -71.098384052999961 42.33883303600004 NAN, -71.098235913999986 42.338781874000063 NAN))"
1998,Playstead Road,5778600.000000000000000,0,2,,,SUP,0.005357732364195,
1999,Pierpoint Road,5223500.000000000000000,0,2,,,SUP,0.000665161799772,"MULTILINESTRING M ((-71.096546217999958 42.310988904000055 NAN, -71.096307354999965 42.311087095000062 NAN, -71.096105529999988 42.311113399000078 NAN, -71.095904055999938 42.311085677000051 NAN))"
2000,Washington Street,4683500.000000000000000,3,2,,2016,SLM,0.000691681804015,"MULTILINESTRING M ((-71.098188022999977 42.315936101000034 NAN, -71.097822633999954 42.316306259000044 NAN, -71.097701122999979 42.316427371000032 NAN))"
2001,Washington Street,5135401.000000000000000,3,2,,2016,SLM,0.000326562288306,"MULTILINESTRING M ((-71.088030209999943 42.325423925000052 NAN, -71.087890567999978 42.325719125000035 NAN))"
2002,Washington Street,4624800.000000000000000,3,2,,2016,SLM,0.000511666289014,"MULTILINESTRING M ((-71.087890567999978 42.325719125000035 NAN, -71.087695637999957 42.326192205000041 NAN))"
2003,Blue Hill Avenue,4807600.000000000000000,3,2,1,2012,BL,0.000342390231389,"MULTILINESTRING M ((-71.087942111999951 42.294593171000031 NAN, -71.087839186999986 42.294919725000057 NAN))"
2004,Blue Hill Avenue,6232100.000000000000000,3,2,1,2012,BL,0.001132905585121,"MULTILINESTRING M ((-71.087529186999973 42.296462929000029 NAN, -71.087681613999962 42.295973287000038 NAN, -71.087865929999964 42.295381227000064 NAN))"
2005,Jewish War Veterans Drive,4769700.000000000000000,5,2,1,2009,BL,0.000557002384879,"MULTILINESTRING M ((-71.086881662999986 42.30254295800006 NAN, -71.087359743999968 42.302257143000077 NAN))"
2006,Blue Hill Avenue,4785900.000000000000000,3,2,1,2012,SLM,0.000880834260758,"MULTILINESTRING M ((-71.086664435999978 42.298689166000031 NAN, -71.086374081999963 42.299520769000026 NAN))"
2007,Elm Hill Entrance,5373100.000000000000000,0,2,,0,SUP,0.002453731742588,
2008,Seaver Street,5148600.000000000000000,3,2,1,2016,BFBL,0.001810137761567,"MULTILINESTRING M ((-71.087414199999955 42.306754335000051 NAN, -71.08776547399998 42.306941281000036 NAN, -71.08811310699997 42.30710683600006 NAN, -71.088350159999948 42.307227538000063 NAN, -71.08863140699998 42.307372593000025 NAN, -71.088857338999958 42.307513509000046 NAN, -71.088998961999948 42.307622053000046 NAN))"
2009,Washington Street,5135200.000000000000000,3,2,,2011,SLM,0.000188489113035,"MULTILINESTRING M ((-71.09209003999996 42.32158430100003 NAN, -71.091941433999978 42.321700251000038 NAN))"
2010,Walnut Avenue,4659700.000000000000000,6,2,,2011,SLM,0.001812974599192,"MULTILINESTRING M ((-71.090238190999969 42.319221189000075 NAN, -71.089828294999961 42.319497129000069 NAN, -71.089551875999973 42.31965144600008 NAN, -71.089147912999977 42.319801927000071 NAN, -71.088605944999983 42.319982295000045 NAN))"
2011,Warren Street,5602000.000000000000000,5,2,1,2011,BL,0.000369711103834,"MULTILINESTRING M ((-71.082172509999964 42.317569926000033 NAN, -71.081988426999942 42.317890550000072 NAN))"
2012,Warren Street,5601900.000000000000000,5,2,1,2011,BL,0.000156276330262,"MULTILINESTRING M ((-71.081988426999942 42.317890550000072 NAN, -71.081917564999969 42.31802983700004 NAN))"
2013,Warren Street,5602100.000000000000000,5,2,1,2011,BL,0.000279833176517,"MULTILINESTRING M ((-71.081917564999969 42.31802983700004 NAN, -71.081789493999963 42.318278643000042 NAN))"
2014,Warren Street,5602400.000000000000000,5,2,1,2011,BL,0.000401900122610,"MULTILINESTRING M ((-71.081478735999951 42.319066396000039 NAN, -71.081432293999967 42.319266543000026 NAN, -71.081392164999954 42.319458836000081 NAN))"
2015,Walnut Avenue,4632700.000000000000000,6,2,,2011,BLSL,0.000891091318173,"MULTILINESTRING M ((-71.084097377999967 42.323537437000027 NAN, -71.084002862999967 42.323641192000025 NAN, -71.083841219999954 42.323776777000035 NAN, -71.083639713999958 42.323891957000058 NAN, -71.083346415999983 42.323984865000057 NAN))"
2016,Huntington Avenue,5595100.000000000000000,3,2,1,2012,SLM,0.003541133148019,"MULTILINESTRING M ((-71.089692950999961 42.339938405000055 NAN, -71.088863775999982 42.340297178000071 NAN, -71.088396712999952 42.340499265000062 NAN, -71.087490941999988 42.340846008000028 NAN, -71.087152895999964 42.340985467000053 NAN, -71.086972817999936 42.341063031000033 NAN, -71.086780401999988 42.341172627000049 NAN, -71.086469565999948 42.341383642000039 NAN))"
2017,Huntington Avenue,5978300.000000000000000,3,2,1,2012,SLM,0.002070091185596,"MULTILINESTRING M ((-71.085046271999943 42.342833609000024 NAN, -71.085352739999962 42.342571110000051 NAN, -71.086091636999981 42.34193821100007 NAN, -71.086614735999945 42.341482634000045 NAN))"
2018,Massachusetts Avenue,5308600.000000000000000,3,2,,2016,SBLBL,0.000494909549964,"MULTILINESTRING M ((-71.088924581999947 42.349712952000061 NAN, -71.088698031999968 42.349272940000048 NAN))"
2019,Commonwealth Avenue,6241700.000000000000000,3,2,1,2010,BFBL,0.003860889479211,
2020,Hereford Street,5269500.000000000000000,5,2,,2013,BL,0.000436842334286,"MULTILINESTRING M ((-71.085458939999967 42.348382615000048 NAN, -71.085649989999979 42.348775465000074 NAN))"
2021,Massachusetts Avenue,5625100.000000000000000,3,1,,2008,SBL,0.002857019119254,"MULTILINESTRING M ((-71.091201023999986 42.354352259000052 NAN, -71.089940329999934 42.351788432000035 NAN))"
2022,Ballou Avenue,4927200.000000000000000,0,2,,2015,SLM,0.000552707585914,"MULTILINESTRING M ((-71.085561149999933 42.283271740000032 NAN, -71.085482774999946 42.283292278000033 NAN, -71.085045701999945 42.283469634000028 NAN))"
2023,Norfolk Street,4911300.000000000000000,5,2,,2017,BL,0.000889561932522,"MULTILINESTRING M ((-71.080775483999957 42.284694860000059 NAN, -71.080678445999979 42.285015239000074 NAN, -71.080570596999962 42.285252301000071 NAN, -71.080469009999945 42.28540160700004 NAN, -71.08040133999998 42.28549307600008 NAN))"
2024,Talbot Avenue,4822100.000000000000000,5,2,,2010,BL,0.001323859553085,"MULTILINESTRING M ((-71.082485763999955 42.293295604000036 NAN, -71.081442422999942 42.292995833000077 NAN, -71.08121379499994 42.292928604000053 NAN))"
2025,Blue Hill Avenue,6240400.000000000000000,5,2,1,2010,BL,0.000513316646288,"MULTILINESTRING M ((-71.084619590999978 42.306124751000027 NAN, -71.084653217999971 42.305939181000042 NAN, -71.084693043999948 42.305616908000047 NAN))"
2026,Blue Hill Avenue,6240700.000000000000000,5,2,1,2010,BL,0.000217413036294,"MULTILINESTRING M ((-71.083898096999974 42.30759862900004 NAN, -71.084029997999949 42.307425798000054 NAN))"
2027,Blue Hill Avenue,5847200.000000000000000,5,2,1,2010,BL,0.001207040968639,"MULTILINESTRING M ((-71.083886575999941 42.307361695000054 NAN, -71.083747789999961 42.307545533000052 NAN, -71.083721779999962 42.307579986000064 NAN, -71.083161769999947 42.308326890000046 NAN))"
2028,Columbia Road,5282200.000000000000000,5,2,1,2010,BL,0.001335961972603,"MULTILINESTRING M ((-71.082309907999957 42.304129527000043 NAN, -71.082152702999963 42.304260063000072 NAN, -71.081908183999985 42.304440357000033 NAN, -71.081734041999937 42.30456087500005 NAN, -71.081641278999939 42.304625070000043 NAN, -71.081263560999957 42.304858339000077 NAN, -71.081211262999943 42.304886280000062 NAN))"
2029,Columbia Road,5776600.000000000000000,5,2,1,2010,BL,0.002322040837976,"MULTILINESTRING M ((-71.080454811999971 42.305362930000058 NAN, -71.080032696999979 42.305602781000061 NAN, -71.079782946999956 42.305713280000077 NAN, -71.079577760999939 42.305790745000024 NAN, -71.079336137999974 42.305847254000071 NAN, -71.078859683999951 42.305936667000026 NAN, -71.078258939999955 42.306049252000037 NAN))"
2030,Warren Street,5743200.000000000000000,5,2,,2010,SLM,0.000180298526745,"MULTILINESTRING M ((-71.083110321999982 42.311177334000035 NAN, -71.083035956999936 42.311341582000068 NAN))"
2031,Warren Street,4712400.000000000000000,5,2,,2010,SLM,0.000720596065829,"MULTILINESTRING M ((-71.082972438999946 42.31218229600006 NAN, -71.083012814999961 42.312267972000029 NAN, -71.08311800599995 42.312469232000069 NAN, -71.083336047999978 42.31280313600007 NAN))"
2032,Warren Street,5743400.000000000000000,5,2,,2010,SLM,0.000559771477748,"MULTILINESTRING M ((-71.083035956999936 42.311341582000068 NAN, -71.083004261999974 42.311437414000068 NAN, -71.08292466499995 42.311638005000077 NAN, -71.082909610999934 42.31176511700005 NAN, -71.082916629999943 42.311879930000032 NAN))"
2033,Blue Hill Avenue,5754600.000000000000000,5,2,1,2012,SLM,0.000174191073086,"MULTILINESTRING M ((-71.082666684999936 42.309285037000052 NAN, -71.082605952999984 42.309448298000063 NAN))"
2034,Warren Street,5754500.000000000000000,5,2,,2012,SLM,0.000114274377489,"MULTILINESTRING M ((-71.082605952999984 42.309448298000063 NAN, -71.082668579999961 42.30954388300006 NAN))"
2035,Warren Street,5851900.000000000000000,5,2,,2010,SLM,0.000452122228473,"MULTILINESTRING M ((-71.083336047999978 42.31280313600007 NAN, -71.083448818999955 42.31294646300006 NAN, -71.083553701999961 42.313194987000031 NAN))"
2036,Warren Street,5301400.000000000000000,5,2,,2011,SLM,0.000811221270650,"MULTILINESTRING M ((-71.083305016999986 42.315357618000064 NAN, -71.083008716999984 42.31611279100008 NAN))"
2037,Warren Street,6263700.000000000000000,5,2,1,2011,SLM,0.001025857073844,"MULTILINESTRING M ((-71.082483431999947 42.317300967000051 NAN, -71.082698917999949 42.316931503000035 NAN, -71.082842601999971 42.316671499000051 NAN, -71.082893811999952 42.316579968000042 NAN, -71.082952663999947 42.316392805000078 NAN))"
2038,Washington Street,5394000.000000000000000,3,2,,2011,SLM,0.000765479621577,"MULTILINESTRING M ((-71.083343187999958 42.330608778000055 NAN, -71.083720750999987 42.330477914000028 NAN, -71.083984315999942 42.330356766000079 NAN, -71.084052030999942 42.33032268900007 NAN))"
2039,Warren Street,5839100.000000000000000,5,2,,2012,BL,0.000949678181648,"MULTILINESTRING M ((-71.060968474999981 42.37300521700007 NAN, -71.061061880999944 42.373159747000045 NAN, -71.061304635999988 42.373389122000049 NAN, -71.061640218999969 42.37366611200008 NAN))"
2040,Washington Street,5271700.000000000000000,3,2,,2011,SLM,0.000287397437186,"MULTILINESTRING M ((-71.081933021999987 42.331773922000025 NAN, -71.081715783999982 42.331962084000054 NAN))"
2041,Washington Street,6245200.000000000000000,3,2,1,2011,SLM,0.000688374780629,"MULTILINESTRING M ((-71.081126592999965 42.332920750000028 NAN, -71.08118389599997 42.332790394000028 NAN, -71.081224501999941 42.332674760000032 NAN, -71.081271731999948 42.332561617000067 NAN, -71.081325565999975 42.332453421000025 NAN, -71.081412929999942 42.332296079000059 NAN))"
2042,Washington Street,5271800.000000000000000,3,2,1,2011,SLM,0.000689081710805,"MULTILINESTRING M ((-71.081412929999942 42.332296079000059 NAN, -71.081252493999955 42.332458081000027 NAN, -71.081192886999986 42.332535060000055 NAN, -71.081106788999989 42.332666966000033 NAN, -71.081000929999959 42.332843923000041 NAN))"
2043,Columbus Avenue,5194600.000000000000000,3,2,,2018,SBL,0.000584603050739,"MULTILINESTRING M ((-71.085682107999958 42.337697909000042 NAN, -71.085191953999981 42.338016515000049 NAN))"
2044,Columbus Avenue,4557000.000000000000000,3,2,,2018,SBL,0.000593990890240,"MULTILINESTRING M ((-71.084687583999937 42.33834435700004 NAN, -71.08418362499998 42.33865876200008 NAN))"
2045,Columbus Avenue,4545500.000000000000000,3,2,,2009,BL,0.000748378299874,"MULTILINESTRING M ((-71.081746049999936 42.340660385000035 NAN, -71.081391811999936 42.340952256000037 NAN, -71.081164607999938 42.341131485000062 NAN))"
2046,Massachusetts Avenue,6245800.000000000000000,3,2,1,2011,BL,0.000806873334228,"MULTILINESTRING M ((-71.080407674999947 42.339298319000079 NAN, -71.080299585999967 42.339185950000058 NAN, -71.079810409999936 42.338756472000057 NAN))"
2047,Belvidere Street,5661700.000000000000000,5,2,,2013,BLSL,0.001076338595051,"MULTILINESTRING M ((-71.081821149999939 42.34542151900007 NAN, -71.082036714999958 42.345571415000052 NAN, -71.082093932999953 42.345608195000068 NAN, -71.082243719999951 42.345697080000036 NAN, -71.082378048999942 42.345744271000058 NAN, -71.082553909999945 42.345791051000049 NAN, -71.082757905999983 42.345826114000033 NAN, -71.082797836999987 42.345831130000079 NAN))"
2048,Commonwealth Avenue,4490400.000000000000000,3,2,1,2010,BL,0.002218118941067,"MULTILINESTRING M ((-71.080279275999942 42.351128971000037 NAN, -71.078136387999962 42.351701756000068 NAN))"
2049,Norfolk Street,5574200.000000000000000,5,2,,2017,BL,0.000475565074559,"MULTILINESTRING M ((-71.07819834999998 42.287721703000045 NAN, -71.077990488999944 42.28789593700003 NAN, -71.077813613999979 42.287998258000073 NAN))"
2050,New England Avenue,5574400.000000000000000,0,2,,,SLMTC,0.001508470658440,"MULTILINESTRING M ((-71.077813613999979 42.287998258000073 NAN, -71.07786456499997 42.288057771000069 NAN, -71.077909322999972 42.288126952000027 NAN, -71.078058429999942 42.288561283000035 NAN, -71.078217274999986 42.289061533000051 NAN, -71.078266147999955 42.289290729000072 NAN, -71.078276464999988 42.289419621000036 NAN))"
2051,Washington Street,5300400.000000000000000,3,2,,2011,SLM,0.001512676173903,"MULTILINESTRING M ((-71.078805194999973 42.335061543000052 NAN, -71.077632699999981 42.336017286000072 NAN))"
2052,Massachusetts Avenue,46806500.000000000000000,3,2,1,2011,BL,0.001770913354303,"MULTILINESTRING M ((-71.076544447999936 42.336069362000046 NAN, -71.075170605999972 42.334951913000054 NAN))"
2053,Massachusetts Avenue,5273400.000000000000000,3,2,1,2011,BL,0.001367988773920,"MULTILINESTRING M ((-71.076937059999977 42.336539475000052 NAN, -71.077583121999965 42.337060502000043 NAN, -71.078003192999972 42.337396649000027 NAN))"
2054,Washington Street,4555600.000000000000000,3,2,,2011,SLM,0.000795679827407,"MULTILINESTRING M ((-71.074288131999936 42.338429546000043 NAN, -71.073787750999941 42.338767551000046 NAN, -71.073630772999934 42.338877817000025 NAN))"
2055,Columbus Avenue,4530100.000000000000000,3,2,,2009,BL,0.000860192707210,"MULTILINESTRING M ((-71.077857647999963 42.343753313000036 NAN, -71.077310679999982 42.344193010000026 NAN, -71.077190899999948 42.344296666000048 NAN))"
2056,Columbus Avenue,4519000.000000000000000,3,2,,2010,SLM,0.002212755527483,"MULTILINESTRING M ((-71.075239360999944 42.345864422000034 NAN, -71.074733864999985 42.346278940000047 NAN, -71.07391707499994 42.346932567000067 NAN, -71.073531167999988 42.347270433000062 NAN))"
2057,Huntington Avenue,6262300.000000000000000,3,2,1,2015,SLM,0.002287316327379,"MULTILINESTRING M ((-71.076933570999984 42.34928840300006 NAN, -71.077220288999968 42.349171813000055 NAN, -71.077430871999979 42.349053925000078 NAN, -71.077600643999972 42.348913116000062 NAN, -71.077842526999973 42.348704668000039 NAN, -71.07809735799998 42.348486252000043 NAN, -71.078354593999961 42.348276039000041 NAN, -71.078542229999982 42.34810561300003 NAN, -71.078746706999937 42.347921310000061 NAN))"
2058,Stuart Street,5840800.000000000000000,3,2,,2017,BL,0.001099426284548,"MULTILINESTRING M ((-71.07538855699994 42.348583852000047 NAN, -71.075009216999945 42.348705681000069 NAN, -71.074349384999948 42.348942381000029 NAN))"
2059,Sullivan Square,5699400.000000000000000,3,2,,2014,BFBL,0.000561900351523,"MULTILINESTRING M ((-71.073040473999981 42.384036821000052 NAN, -71.072965207999971 42.384129427000062 NAN, -71.072903190999966 42.384233942000037 NAN, -71.072859789999939 42.384344454000029 NAN, -71.072815803999958 42.38454192100005 NAN))"
2060,Main Street,4393800.000000000000000,5,2,1,2020,SBL,0.000863032367574,"MULTILINESTRING M ((-71.072369352999942 42.383818399000063 NAN, -71.072436142999948 42.38401501900006 NAN, -71.07248031599994 42.384088100000042 NAN, -71.072543798999959 42.384161461000076 NAN, -71.072678801999984 42.384302279000053 NAN, -71.072760689999939 42.384413255000027 NAN, -71.072815803999958 42.38454192100005 NAN))"
2061,Alford Street,6243400.000000000000000,3,2,1,2016,BL,0.001443880594532,"MULTILINESTRING M ((-71.072404271999972 42.387522070000045 NAN, -71.072500327999933 42.387348001000078 NAN, -71.072787843999947 42.386893300000054 NAN, -71.073124931999985 42.386271730000033 NAN))"
2062,Columbia Road,5733200.000000000000000,5,2,1,2010,BL,0.002179930137644,"MULTILINESTRING M ((-71.070019051999964 42.311283778000075 NAN, -71.069630125999936 42.311537221000037 NAN, -71.06931838099996 42.31178363600003 NAN, -71.069170273999987 42.311925967000036 NAN, -71.069134658999985 42.311960193000061 NAN, -71.068651474999967 42.312388837000071 NAN, -71.068362541999988 42.312690377000081 NAN))"
2063,Columbia Road,5733400.000000000000000,5,2,1,2010,BL,0.002246330933025,"MULTILINESTRING M ((-71.068362541999988 42.312690377000081 NAN, -71.068199126999957 42.312935757000048 NAN, -71.068087662999972 42.313132842000073 NAN, -71.067852323999944 42.31356747500007 NAN, -71.067755765999948 42.313733957000068 NAN, -71.067449178999937 42.314262564000046 NAN, -71.067218705999949 42.314622378000081 NAN))"
2064,Columbia Road,6254600.000000000000000,5,2,1,2010,SLM,0.000304238936109,"MULTILINESTRING M ((-71.066402782999944 42.315890413000034 NAN, -71.066597331999958 42.315656507000028 NAN))"
2065,Albany Street,5752200.000000000000000,5,2,,2012,SLM,0.001112067670026,"MULTILINESTRING M ((-71.073373878999973 42.333612621000043 NAN, -71.072463318999951 42.334251037000058 NAN))"
2066,Albany Street,5678000.000000000000000,5,2,,2012,BL,0.000999966878964,"MULTILINESTRING M ((-71.070093144999987 42.335929688000078 NAN, -71.069557332999977 42.336319874000026 NAN, -71.069317430999945 42.336495096000078 NAN, -71.069284489999973 42.336517895000043 NAN))"
2067,Washington Street,5132700.000000000000000,3,2,,2011,SLM,0.000808717240772,"MULTILINESTRING M ((-71.072504758999969 42.339623695000057 NAN, -71.071826612999985 42.340064310000059 NAN))"
2068,West Dedham Street,5715200.000000000000000,5,2,,2011,BLSL,0.001136510701747,"MULTILINESTRING M ((-71.071804700999962 42.341090475000044 NAN, -71.071734870999933 42.34106186300005 NAN, -71.071564232999947 42.34100327200008 NAN, -71.071103668999967 42.340889580000066 NAN, -71.070707755999933 42.340798563000078 NAN))"
2069,Malden Street,4552600.000000000000000,5,2,,2011,SLM,0.002951937073866,"MULTILINESTRING M ((-71.068351338999946 42.340063388000033 NAN, -71.066679790999956 42.339551811000035 NAN, -71.065914550999935 42.339298527000039 NAN, -71.065542357999959 42.339158139000062 NAN))"
2070,Washington Street,4541200.000000000000000,3,2,,2011,SLM,0.000908750559754,"MULTILINESTRING M ((-71.069638717999965 42.341365615000029 NAN, -71.068782380999949 42.34166977700005 NAN))"
2071,Milton Avenue,5243800.000000000000000,6,2,,2021,SLMTC,0.000169772043716,"MULTILINESTRING M ((-71.075955592999946 42.281661152000027 NAN, -71.076027308999983 42.281815033000044 NAN))"
2072,Milton Avenue,4961300.000000000000000,6,2,,2021,SLMTC,0.000688023984774,"MULTILINESTRING M ((-71.075253499999974 42.279689139000027 NAN, -71.075303169999984 42.27979567400007 NAN, -71.075407214999984 42.280099910000047 NAN, -71.075467166999942 42.280341527000076 NAN))"
2073,Norwell Street,4824800.000000000000000,0,2,,2020,SLMTC,0.001948038122803,"MULTILINESTRING M ((-71.077438951999966 42.292614309000044 NAN, -71.077757933999976 42.293394240000055 NAN, -71.077933494999968 42.293890053000041 NAN, -71.078042781999955 42.294265206000034 NAN, -71.078086275999965 42.294448798000076 NAN))"
2074,Norwell Street,4831800.000000000000000,0,2,,2020,SLMTC,0.000913591193929,"MULTILINESTRING M ((-71.077181942999971 42.29174738100005 NAN, -71.077170257999967 42.291851436000059 NAN, -71.077219575999948 42.291984976000037 NAN, -71.077340314999958 42.29231853400006 NAN, -71.077438951999966 42.292614309000044 NAN))"
2075,Norwell Street,5272900.000000000000000,0,2,,2021,SLMTC,0.002000919173719,"MULTILINESTRING M ((-71.078448422999941 42.296802729000035 NAN, -71.078552351999974 42.297472149000043 NAN, -71.078687960999957 42.298364510000056 NAN, -71.078743234999934 42.298781738000059 NAN))"
2076,Tremont Street,4539400.000000000000000,3,2,,2023,SBL,0.000714212266694,"MULTILINESTRING M ((-71.075982390999968 42.341667862000065 NAN, -71.075349685999981 42.341999198000053 NAN))"
2077,Tremont Street,5845900.000000000000000,3,2,,2023,SBL,0.000953009942418,"MULTILINESTRING M ((-71.074601894999944 42.342400683000051 NAN, -71.07375596199995 42.342839574000038 NAN))"
2078,Tremont Street,5150900.000000000000000,3,2,,2023,SBL,0.000385458941460,"MULTILINESTRING M ((-71.073157763999973 42.343168777000074 NAN, -71.072817645999976 42.343350156000042 NAN))"
